RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Binocular,Index Binocular,Pupil Diameter Right [mm],Point of Regard Binocular X [px],Point of Regard Binocular Y [px],Point of Regard Right X [px],Point of Regard Right Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Video Time [h:m:s:ms],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
1136684.4,14:56:52:317,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,46.7,181.2,36.5,-169.3,0.4,0.3,0.8,00:00:00:000,-,-,-,-,-,-,-,-
1136700.8,14:56:52:333,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,282.8,283.2,25.7,-205.3,0.4,0.4,0.8,00:00:00:000,-,-,-,-,-,-,-,-
1136717.4,14:56:52:350,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,63.8,187.4,54.8,-158.8,0.4,0.3,0.9,00:00:00:032,-,-,-,-,-,-,-,-
1136734.1,14:56:52:367,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,310.6,321.1,80.8,-112.2,0.4,0.3,0.9,00:00:00:032,-,-,-,-,-,-,-,-
1136750.7,14:56:52:383,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,310.8,319.7,79.8,-136.0,0.4,0.3,0.9,00:00:00:066,-,-,-,-,-,-,-,-
1136767.1,14:56:52:400,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,515.8,386.0,0.0,0.0,0.0,0.0,0.0,00:00:00:066,-,-,-,-,-,-,-,-
1136783.9,14:56:52:417,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,106.3,294.1,100.9,-23.3,0.4,0.2,0.9,00:00:00:099,-,-,-,-,-,-,-,-
1136800.3,14:56:52:433,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,514.7,339.6,0.0,0.0,0.0,0.0,0.0,00:00:00:099,-,-,-,-,-,-,-,-
1136817.0,14:56:52:450,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,515.3,344.3,0.0,0.0,0.0,0.0,0.0,00:00:00:132,-,-,-,-,-,-,-,-
1136833.8,14:56:52:466,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,507.8,404.5,0.0,0.0,0.0,0.0,0.0,00:00:00:132,-,-,-,-,-,-,-,-
1136850.3,14:56:52:483,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,511.8,398.6,0.0,0.0,0.0,0.0,0.0,00:00:00:166,-,-,-,-,-,-,-,-
1136866.7,14:56:52:499,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,513.6,405.0,0.0,0.0,0.0,0.0,0.0,00:00:00:166,-,-,-,-,-,-,-,-
1136883.4,14:56:52:516,Trial001,Ethan lane 5_1-6-recording.avi,0.0,187496.4,Ethan lane 5_1,DarkKhaki,99.6,Eye,Blink,1,-,516.1,404.6,0.0,0.0,0.0,0.0,0.0,00:00:00:199,-,-,-,-,-,-,-,-
