RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Binocular,Index Binocular,Pupil Diameter Right [mm],Point of Regard Binocular X [px],Point of Regard Binocular Y [px],Point of Regard Right X [px],Point of Regard Right Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Video Time [h:m:s:ms],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0.009699999999952524,14:51:37:507,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-63.6,1.2,-51.0,-338.2,0.4,0.4,0.8,00:00:13:309,-,-,-,-,-,-,-,-
0.026300000000045287,14:51:37:523,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-59.9,5.2,-47.3,-330.0,0.4,0.4,0.8,00:00:13:309,-,-,-,-,-,-,-,-
0.04280000000004591,14:51:37:540,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-32.7,17.9,-33.8,-292.1,0.4,0.4,0.8,00:00:13:343,-,-,-,-,-,-,-,-
0.05959999999997656,14:51:37:557,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-32.7,17.3,-33.8,-292.1,0.4,0.4,0.8,00:00:13:343,-,-,-,-,-,-,-,-
0.07599999999999874,14:51:37:573,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-32.7,17.3,-33.8,-292.1,0.4,0.4,0.8,00:00:13:343,-,-,-,-,-,-,-,-
0.09269999999995271,14:51:37:590,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-19.5,9.6,-33.8,-292.1,0.4,0.4,0.8,00:00:13:376,-,-,-,-,-,-,-,-
0.10899999999999999,14:51:37:606,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-17.0,-1.1,-33.8,-292.1,0.4,0.4,0.8,00:00:13:376,-,-,-,-,-,-,-,-
0.12609999999997612,14:51:37:623,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-36.7,-6.5,-33.8,-292.1,0.4,0.4,0.8,00:00:13:409,-,-,-,-,-,-,-,-
0.14280000000004556,14:51:37:640,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-36.7,-6.5,-33.8,-292.1,0.4,0.4,0.8,00:00:13:443,-,-,-,-,-,-,-,-
0.1590999999999756,14:51:37:656,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-36.7,-6.5,-33.8,-292.1,0.4,0.4,0.8,00:00:13:443,-,-,-,-,-,-,-,-
0.1756999999999529,14:51:37:673,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-36.7,-6.5,-33.8,-292.1,0.4,0.4,0.8,00:00:13:475,-,-,-,-,-,-,-,-
0.19200000000000017,14:51:37:689,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-25.3,-2.4,-26.6,-274.0,0.4,0.4,0.8,00:00:13:475,-,-,-,-,-,-,-,-
0.2090999999999763,14:51:37:706,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-12.2,3.5,-26.6,-274.0,0.4,0.4,0.8,00:00:13:508,-,-,-,-,-,-,-,-
0.2256999999999536,14:51:37:723,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-24.6,-1.5,-26.6,-274.0,0.4,0.4,0.8,00:00:13:508,-,-,-,-,-,-,-,-
0.24219999999995245,14:51:37:739,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-11.8,6.6,-26.6,-274.0,0.4,0.4,0.8,00:00:13:542,-,-,-,-,-,-,-,-
0.25899999999999856,14:51:37:756,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-29.9,7.4,-26.6,-274.0,0.4,0.4,0.8,00:00:13:542,-,-,-,-,-,-,-,-
0.27530000000004584,14:51:37:772,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-26.6,2.1,-26.6,-274.0,0.4,0.4,0.8,00:00:13:542,-,-,-,-,-,-,-,-
0.29190000000002314,14:51:37:789,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-28.5,-1.8,-26.6,-274.0,0.4,0.4,0.8,00:00:13:575,-,-,-,-,-,-,-,-
0.308699999999952,14:51:37:806,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-13.4,-0.3,-26.6,-274.0,0.4,0.4,0.8,00:00:13:608,-,-,-,-,-,-,-,-
0.3249999999999993,14:51:37:822,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,-12.3,-0.4,-26.6,-274.0,0.4,0.4,0.8,00:00:13:608,-,-,-,-,-,-,-,-
0.3421999999999521,14:51:37:839,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,99.8,112.4,-51.8,-339.4,0.4,0.4,0.8,00:00:13:642,-,-,-,-,-,-,-,-
0.3581999999999521,14:51:37:855,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,111.5,129.4,-45.1,-332.6,0.4,0.4,0.8,00:00:13:642,-,-,-,-,-,-,-,-
0.3749000000000233,14:51:37:872,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,103.3,116.1,-47.9,-336.3,0.4,0.4,0.8,00:00:13:675,-,-,-,-,-,-,-,-
0.3914000000000222,14:51:37:888,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,105.3,117.2,-43.7,-332.9,0.4,0.4,0.8,00:00:13:675,-,-,-,-,-,-,-,-
0.4078000000000461,14:51:37:905,Trial001,Ethan lane 4-4-recording.avi,0.0,193288.1,Ethan lane 4,DarkGray,99.2,Eye,Blink,1,4.0,108.6,123.7,-36.4,-315.3,0.4,0.4,0.8,00:00:13:708,-,-,-,-,-,-,-,-
