RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Binocular,Index Binocular,Pupil Diameter Right [mm],Point of Regard Binocular X [px],Point of Regard Binocular Y [px],Point of Regard Right X [px],Point of Regard Right Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Video Time [h:m:s:ms],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0.011533329999952713,14:47:35:031,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,258.2,365.3,140.3,-127.3,0.3,0.3,0.9,00:00:13:042,-,-,-,-,-,-,-,-
0.026933329999977218,14:47:35:047,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,258.2,365.3,140.3,-127.3,0.3,0.3,0.9,00:00:13:042,-,-,-,-,-,-,-,-
0.043833330000000004,14:47:35:064,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,258.7,363.2,140.3,-127.3,0.3,0.3,0.9,00:00:13:075,-,-,-,-,-,-,-,-
0.060033329999953366,14:47:35:080,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,255.3,359.9,137.0,-137.5,0.3,0.3,0.9,00:00:13:108,-,-,-,-,-,-,-,-
0.07683332999999948,14:47:35:097,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,255.1,356.2,137.0,-137.5,0.3,0.3,0.9,00:00:13:142,-,-,-,-,-,-,-,-
0.09323333000002343,14:47:35:113,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,252.0,353.0,134.0,-147.1,0.3,0.3,0.9,00:00:13:142,-,-,-,-,-,-,-,-
0.10973333000002405,14:47:35:129,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,252.0,353.0,134.0,-147.1,0.3,0.3,0.9,00:00:13:175,-,-,-,-,-,-,-,-
0.12653332999995293,14:47:35:146,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,252.2,356.8,134.0,-147.1,0.3,0.3,0.9,00:00:13:175,-,-,-,-,-,-,-,-
0.1431333300000457,14:47:35:163,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,236.1,352.6,119.4,-169.7,0.3,0.3,0.9,00:00:13:208,-,-,-,-,-,-,-,-
0.15983332999999966,14:47:35:180,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,217.0,337.4,103.1,-198.9,0.4,0.4,0.9,00:00:13:208,-,-,-,-,-,-,-,-
0.1762333300000236,14:47:35:196,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,215.8,342.0,103.1,-198.9,0.4,0.4,0.9,00:00:13:208,-,-,-,-,-,-,-,-
0.19273333000002246,14:47:35:212,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,216.9,343.0,103.9,-195.8,0.4,0.4,0.9,00:00:13:242,-,-,-,-,-,-,-,-
0.20963333000004702,14:47:35:229,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,213.9,340.2,101.6,-204.5,0.4,0.4,0.9,00:00:13:275,-,-,-,-,-,-,-,-
0.22603332999995374,14:47:35:246,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,210.0,337.4,98.4,-214.0,0.4,0.4,0.9,00:00:13:275,-,-,-,-,-,-,-,-
0.2426333300000465,14:47:35:262,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,211.1,338.4,99.3,-210.9,0.4,0.4,0.9,00:00:13:308,-,-,-,-,-,-,-,-
0.259933329999976,14:47:35:280,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,219.1,344.0,106.0,-191.8,0.4,0.4,0.9,00:00:13:308,-,-,-,-,-,-,-,-
0.2758333299999993,14:47:35:296,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,218.4,346.3,106.0,-191.8,0.4,0.4,0.9,00:00:13:342,-,-,-,-,-,-,-,-
0.2925333299999533,14:47:35:312,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,225.5,323.5,106.0,-191.8,0.4,0.4,0.9,00:00:13:342,-,-,-,-,-,-,-,-
0.3090333299999539,14:47:35:329,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,225.5,323.5,106.0,-191.8,0.4,0.4,0.9,00:00:13:342,-,-,-,-,-,-,-,-
0.32583333000000003,14:47:35:345,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,219.7,355.9,107.7,-185.3,0.4,0.4,0.9,00:00:13:375,-,-,-,-,-,-,-,-
0.342233330000024,14:47:35:362,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,198.6,336.1,83.1,-227.3,0.4,0.4,0.9,00:00:13:408,-,-,-,-,-,-,-,-
0.35913333000004677,14:47:35:379,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,286.9,222.1,73.1,-251.0,0.4,0.4,0.8,00:00:13:408,-,-,-,-,-,-,-,-
0.37533333000000013,14:47:35:395,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,289.9,247.6,73.1,-251.0,0.4,0.4,0.8,00:00:13:408,-,-,-,-,-,-,-,-
0.39213333000004624,14:47:35:412,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,288.3,243.0,73.1,-251.0,0.4,0.4,0.8,00:00:13:442,-,-,-,-,-,-,-,-
0.40863333000004687,14:47:35:428,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,288.1,242.2,73.1,-251.0,0.4,0.4,0.8,00:00:13:475,-,-,-,-,-,-,-,-
0.4255333299999542,14:47:35:445,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,287.8,240.7,73.1,-251.0,0.4,0.4,0.8,00:00:13:475,-,-,-,-,-,-,-,-
0.44213333000004695,14:47:35:462,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,287.4,237.7,73.1,-251.0,0.4,0.4,0.8,00:00:13:475,-,-,-,-,-,-,-,-
0.4586333300000458,14:47:35:478,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,287.4,237.7,73.1,-251.0,0.4,0.4,0.8,00:00:13:507,-,-,-,-,-,-,-,-
0.4752333300000231,14:47:35:495,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,287.4,237.7,73.1,-251.0,0.4,0.4,0.8,00:00:13:541,-,-,-,-,-,-,-,-
0.4917333300000237,14:47:35:511,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,292.6,231.4,81.2,-251.9,0.4,0.4,0.8,00:00:13:541,-,-,-,-,-,-,-,-
0.5083333299999993,14:47:35:528,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:541,-,-,-,-,-,-,-,-
0.5249333299999766,14:47:35:545,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:574,-,-,-,-,-,-,-,-
0.5414333299999772,14:47:35:561,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:574,-,-,-,-,-,-,-,-
0.5582333300000233,14:47:35:578,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:607,-,-,-,-,-,-,-,-
0.5747333300000239,14:47:35:594,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:607,-,-,-,-,-,-,-,-
0.5914333299999761,14:47:35:611,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:641,-,-,-,-,-,-,-,-
0.6080333299999534,14:47:35:628,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,0.0,-,-,0.0,0.0,0.0,0.0,0.0,00:00:13:674,-,-,-,-,-,-,-,-
0.6247333300000228,14:47:35:644,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,3.2,683.6,140.3,387.6,-326.7,0.1,0.5,0.9,00:00:13:674,-,-,-,-,-,-,-,-
0.6412333300000235,14:47:35:661,Trial001,Ethan lane 3-3-recording.avi,0.0,191910.3,Ethan lane 3,DarkGoldenrod,99.8,Eye,Blink,1,7.5,652.2,246.6,380.4,-197.3,0.1,0.4,0.9,00:00:13:707,-,-,-,-,-,-,-,-
