RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Binocular,Index Binocular,Pupil Diameter Right [mm],Point of Regard Binocular X [px],Point of Regard Binocular Y [px],Point of Regard Right X [px],Point of Regard Right Y [px],Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Video Time [h:m:s:ms],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
0.009466670000001898,14:39:35:372,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,240.7,515.4,85.4,-66.6,0.4,0.3,0.9,00:00:13:307,-,-,-,-,-,-,-,-
0.026266670000005377,14:39:35:389,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,241.4,505.0,85.4,-66.6,0.4,0.3,0.9,00:00:13:341,-,-,-,-,-,-,-,-
0.04286666999999689,14:39:35:405,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,208.5,408.7,61.9,-89.6,0.4,0.3,0.9,00:00:13:341,-,-,-,-,-,-,-,-
0.05986666999999635,14:39:35:422,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,233.0,496.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:374,-,-,-,-,-,-,-,-
0.07566667000000038,14:39:35:438,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.9,498.6,78.4,-51.3,0.4,0.2,0.9,00:00:13:374,-,-,-,-,-,-,-,-
0.0929666700000027,14:39:35:455,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,490.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:407,-,-,-,-,-,-,-,-
0.10956667000000841,14:39:35:472,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,490.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:407,-,-,-,-,-,-,-,-
0.12556667000000843,14:39:35:488,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,490.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:440,-,-,-,-,-,-,-,-
0.14286666999999653,14:39:35:505,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,490.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:473,-,-,-,-,-,-,-,-
0.15866667000000056,14:39:35:521,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,490.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:473,-,-,-,-,-,-,-,-
0.175866669999996,14:39:35:538,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,490.9,78.4,-51.3,0.4,0.2,0.9,00:00:13:506,-,-,-,-,-,-,-,-
0.19276667000000636,14:39:35:555,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,491.7,78.4,-51.3,0.4,0.2,0.9,00:00:13:506,-,-,-,-,-,-,-,-
0.2085666700000086,14:39:35:571,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,491.7,78.4,-51.3,0.4,0.2,0.9,00:00:13:506,-,-,-,-,-,-,-,-
0.22566666999999896,14:39:35:588,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,491.7,78.4,-51.3,0.4,0.2,0.9,00:00:13:540,-,-,-,-,-,-,-,-
0.24176667000000585,14:39:35:604,Trial001,Ethan lane 1_2-1-recording.avi,0.0,184376.2,Ethan lane 1_2,DarkBlue,98.8,Eye,Blink,1,4.0,232.5,489.5,78.4,-51.3,0.4,0.2,0.9,00:00:13:540,-,-,-,-,-,-,-,-
